instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,reference_objective,absolute_gap,relative_gap,matches_reference,primal_residual,dual_residual,duality_gap,primal_residual_rel,dual_residual_rel,duality_gap_rel,success_rel_1e-6,success_rel_1e-9,success_abs_1e-6,success_abs_1e-9,independently_verified,verifier_message,passed,wall_seconds,solver_seconds,iterations,algorithm,time_limit,git_commit,machine,timestamp_utc,solver_options
cont-050,9c452ffc27f314a3d791d997221209ad49e9903a368c803ed714c75643a0e916,2401,2597,12005,feasible,"the in-process KKT check does not back the optimal claim (strong duality: primal -4.563861146870e+00, dual -4.564470199472e+00, gap 6.091e-04, 3.551e-04 of it accounted for by per-item violations); re",-4.563861146869648,-4.5638509,1.024686964790078e-05,2.245224454615899e-06,0,6.574943558421142e-07,0.0,0.0006090526027424659,1.8785553024060408e-07,0.0,0.00013343336162275013,0,0,0,0,1,,0,14.447869,14.266428387,273700,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cont-100,79066914e40a8c3f40db52502fb2d4d197d531a7b88751bdc0c4cdb43e0faff4,9801,10197,49005,time_limit,"stopped at the time limit of 29.997s after 30.00s, 133076 iterations, 0 nodes",-3.3635375771429663,-4.6443979,1.280860322857034,0.2757860869020361,0,0.002496311249856607,0.0,37218.84595597745,0.0010715152806424037,0.0,0.9999096362729966,0,0,0,0,,,0,30.296119,29.997339357,133076,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cont-101,80e75837b280a2fe148dd23af99f142e7e3827275c0969f742d53dc35e6358d9,10098,10197,49599,time_limit,"stopped at the time limit of 29.9971s after 30.00s, 151370 iterations, 0 nodes",0.9046257445999294,0.19552733,0.7090984145999294,0.7090984145999294,0,0.002890451194872412,0.0,88.48475538320912,0.00046740889498291004,0.0,1.0103291208671736,0,0,0,0,,,0,30.541235,29.997374231,151370,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cont-200,2c46760c82c4cbbd029c53ab3cb0a1132e96d58afc78e36b1dee7d34a0c5705a,39601,40397,198005,time_limit,"stopped at the time limit of 29.9887s after 29.99s, 35831 iterations, 0 nodes",-1.0329547450021688,-4.6848759,3.651921154997831,0.7795128906184754,0,0.00035198501473293576,0.0,2205664.122595818,0.00035198501473293576,0.0,0.9999995316810703,0,0,0,0,,,0,30.421687,29.989851612,35831,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cont-201,497f6bb826031776a79f55252f7c23587195d3759e50c94d5bbc8cdc4b2bd06a,40198,40397,199199,time_limit,"stopped at the time limit of 29.9879s after 29.99s, 37773 iterations, 0 nodes",-0.11327255631300412,0.19248337,0.3057559263130041,0.3057559263130041,0,0.0038904945149897258,0.0,671.3073624792404,0.0008975599702381509,0.0,0.9998312941985958,0,0,0,0,,,0,30.346466,29.988745012,37773,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cont-300,f4001c2ebe5aac243f838ed198818beb1de07a140e5401173a6e93c79fbc0c58,90298,90597,448799,time_limit,"stopped at the time limit of 29.9708s after 29.97s, 16015 iterations, 0 nodes",-0.012592343156685643,0.19151232,0.20410466315668566,0.20410466315668566,0,0.0011539833144175865,0.0,544.7508247403132,0.0006415169999559765,0.0,0.9999768847489353,0,0,0,0,,,0,30.663696,29.973561659,16015,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cvxqp1l,83c03debbb3201adfd09dfcfabe3541ebb4c70626bc7fba003a7e55e5dd12cdf,5000,10000,14998,model_error,"the quadratic objective is not convex: sparse LDL^T reached -0.00353259 at column 6580 (C---6581) in minimization sense; that exhibits a direction in which the objective curves downward, so the model ",0.0,108704800.0,108704800.0,1.0,0,,,,,,,0,0,0,0,,,0,0.301987,0.039165692,0,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cvxqp1m,ca7bdb6fc942ea1ddb1384b18d4c63e0bea8c30672914daa30c4d0640a26344b,500,1000,1498,feasible,"the in-process KKT check does not back the optimal claim (complementary slackness: |multiplier| * slack = 1.071e-06 on column 10); reported as feasible, not optimal (#590)",1087511.5673321602,1087511.6,0.03266783989965916,3.0039072594406494e-08,0,2.4003909970815585e-11,0.0,0.0002875351347029209,4.0006516617896684e-12,0.0,2.6439731156909963e-10,0,0,0,0,1,,0,1.030648,0.853013051,39050,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cvxqp1s,481bf3df4058cb0721493d537fea18158f5d148a5678bf80badcc7090b886eb7,50,100,148,optimal,,11590.718117287202,11590.718,0.00011728720164683182,1.0119062653998813e-08,1,2.6450610590700308e-09,0.0,3.039911825908348e-05,4.408435096506621e-10,0.0,2.62271223848884e-09,1,0,0,0,1,,1,0.221366,0.008501379,3550,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cvxqp2l,65df66df056a944c4d2578140100f4c01da903c5b7a80c8df1b53e84f1d68ff5,2500,10000,7499,model_error,"the quadratic objective is not convex: sparse LDL^T reached -0.00353259 at column 6580 (C---6581) in minimization sense; that exhibits a direction in which the objective curves downward, so the model ",0.0,81842458.0,81842458.0,1.0,0,,,,,,,0,0,0,0,,,0,0.24931,0.038965,0,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cvxqp2m,54b6275cb56d2a06527e9c265a4b4fcb2f09a162ead9819989bb836daa421a9c,250,1000,749,optimal,,820155.4310117527,820155.43,0.0010117526398971677,1.2336108533685714e-09,1,1.2850707165057429e-09,0.0,5.425652489066124e-06,2.141784527079192e-10,0.0,6.615395428611604e-12,1,1,0,0,1,,1,0.410551,0.092864645,4700,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cvxqp2s,c7131355e795b3e6bdc8ac5736f9a6c18afe055f7a194deef27e92d45980432c,25,100,74,optimal,,8120.9404776087395,8120.9405,2.239126024505822e-05,2.7572250092286995e-09,1,1.0600178512731873e-09,0.0,8.227681973949075e-06,1.766696418476524e-10,0.0,1.01314398210831e-09,1,0,0,0,1,,1,0.174495,0.003787457,1650,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cvxqp3l,af77954ea31b284296c729cffebfd59d93382c2e72a59757aa9679c7309d4b6f,7500,10000,22497,model_error,"the quadratic objective is not convex: sparse LDL^T reached -0.00353259 at column 6580 (C---6581) in minimization sense; that exhibits a direction in which the objective curves downward, so the model ",0.0,115711100.0,115711100.0,1.0,0,,,,,,,0,0,0,0,,,0,0.329543,0.040206709,0,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cvxqp3m,9c59cef2a949cdb0e618a07585ac147d724a407ada4f7c60244f110050f5b708,750,1000,2247,optimal,,1362828.7415897567,1362828.7,0.04158975672908127,3.051722988302292e-08,1,7.499778575947857e-12,0.0,0.00038685183972120285,1.2499630959897472e-12,0.0,2.8385946664871136e-10,1,1,0,0,1,,1,5.855153,5.678272606,240350,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
cvxqp3s,e8676449606aaccd1b94d2b0f5e9b8cf71b8e78cfa503bc796e888101557dd01,75,100,222,optimal,,11943.432202853943,11943.432,0.000202853942028014,1.6984560386663898e-08,1,3.96562516158383e-09,0.0,7.927857950562611e-05,6.609375266475143e-10,0.0,6.637838952749456e-09,1,0,0,0,1,,1,0.286614,0.024060197,9400,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dpklo1,7a49c5707a22c8fc45f7ad74c848d7a3fa872ea98d6fb8356d253686e0a61c16,77,133,1575,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 9.752e-07 (9.752e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",0.37009621711424506,0.37009622,2.8857549128069593e-09,2.8857549128069593e-09,0,,,,,,,0,0,0,0,,,0,0.176537,0.012328926,3250,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dtoc3,4efa5db5f426966bb5b817a36877b9e533667406d65028b62f47ba13a967105e,9998,14999,34993,time_limit,"stopped at the time limit of 29.9971s after 30.00s, 131192 iterations, 0 nodes",235.37146316886623,235.26248,0.10898316886621728,0.0004632407550333452,0,5.0198726498251744e-05,3.3280335512925066e-05,0.35990098612398924,3.187436866658693e-06,1.206127669050852e-06,0.0015290765553247203,0,0,0,0,,,0,30.260251,29.997726708,131192,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dual1,c165e806991da952d0dae38a289490a82771f1b6342984618ac5ae6478662ea9,1,85,85,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 2.398e-07 (2.398e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",0.03501297461874297,0.035012966,8.618742969312976e-09,8.618742969312976e-09,0,,,,,,,0,0,0,0,,,0,1.533474,1.37456501,102250,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dual2,53f2a1294dc37eea4b85a28316d963e60e64a2eec8caaafecad8384060a4735d,1,96,96,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 4.878e-07 (4.878e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",0.03373365856236689,0.033733676,1.7437633108297046e-08,1.7437633108297046e-08,0,,,,,,,0,0,0,0,,,0,0.263226,0.080687303,4700,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dual3,93f1c373146281bc484ae0c6183c57e7be579453ce83991e2444077cbc728b55,1,111,111,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 1.617e-07 (1.617e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",0.13575581328505054,0.13575584,2.6714949447059766e-08,2.6714949447059766e-08,0,,,,,,,0,0,0,0,,,0,0.268936,0.05010061,2150,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dual4,f6656ad52db385831aef4c04069f99328f0e646e929404f3a2b5c15e6a836dd1,1,75,75,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 8.374e-07 (8.374e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",0.7460901394428084,0.74609084,7.005571915907893e-07,7.005571915907893e-07,0,,,,,,,0,0,0,0,,,0,0.184224,0.017960915,1600,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dualc1,52afa052a0aedf1c8b2398b179d564ba8f15a8e5e72420978e129a221c9ce8ff,215,9,1935,optimal,,6155.25083213739,6155.2508,3.213739000784699e-05,5.221134126305136e-09,1,2.5893176491820213e-10,0.0,3.2416628528153524e-06,1.2780442490185414e-13,0.0,5.266500003363301e-10,1,1,0,0,1,,1,0.739517,0.584221607,773100,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dualc2,da818670a4ebdbede82540bf6362f6efc1ab06144d293c6d43c6695e0cacd2aa,229,7,1603,optimal,,3551.3076982915964,3551.3077,1.7084034880099352e-06,4.810632117318179e-10,1,1.1894158991054837e-09,0.0,6.175533599162009e-06,5.334309679283872e-13,0.0,1.738946361120111e-09,1,0,0,0,1,,1,0.31529,0.089028151,137450,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dualc5,39b045ef5174a7b779c0dc433d6ea527333e71e34640190de1add9d036bb1c8f,278,8,2224,optimal,,427.2323242056813,427.23233,5.79431866754021e-06,1.3562453636269077e-08,1,5.5877023008577e-09,0.0,1.991306135096238e-06,9.312837220133527e-12,0.0,4.660944439344907e-09,1,0,0,0,1,,1,0.152725,0.003839577,7150,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
dualc8,89803bc784662170530ae8ab265cb2a4703bbef287085703c4e6af0d8aeda4a8,503,8,4024,optimal,,18309.358868757205,18309.359,0.00013124279576004483,7.168071572579074e-09,1,1.0846596953939525e-09,0.0,3.662973904283717e-05,5.411152986993725e-13,0.0,2.0006019492764193e-09,1,0,0,0,1,,1,0.238542,0.048087595,68950,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
exdata,52ff38200a11eab611af9eb5fbf4eab03b8c6f1136227952d5c87e5e3909b7b8,3001,3000,7500,time_limit,"stopped at the time limit of 29.9747s after 29.98s, 7823 iterations, 0 nodes",-73.90236048967725,-141.84343,67.94106951032276,0.4789863690572257,0,0.20698380530977203,0.08243328827795154,161.54522597722752,0.021366114234046277,0.020905599697181813,0.6861196939894016,0,0,0,0,,,0,30.569896,29.981249412,7823,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
genhs28,acadeb848d71d7ccace41451d78e6cf710a985daaa265e84debbff010c5a1560,8,10,24,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 8.253e-07 (8.253e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",0.927173620684094,0.92717369,6.931590601499948e-08,6.931590601499948e-08,0,,,,,,,0,0,0,0,,,0,0.235658,0.000456753,750,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
gouldqp2,a786b3cc98cb4c75397de32bf7ff6105e562473dd3fe286ef77e4fd79b60f6c9,349,699,1047,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",0.00018425370859062595,0.00018427534,2.1631409374036877e-08,2.1631409374036877e-08,0,0.0064904633296714725,0.0,6.481208159455948e-06,0.00019536348347269088,0.0,6.481208159455948e-06,0,0,0,0,,,0,10.243068,10.068548454,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
gouldqp3,4b2629a5589d9543515ef77023a904545efeeb9feb6a27a84b0f652ad4c936f9,349,699,1047,optimal,,2.0627839667613443,2.062784,3.323865582771646e-08,1.6113493137292346e-08,1,2.4381623664471164e-08,0.0,5.345282261259854e-08,7.318749173334539e-10,0.0,2.591295233727757e-08,1,0,1,0,1,,1,0.228903,0.004905715,400,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hs118,78bdddede419c9fe212edc9d5725876fb307a83eb338815f8ebe8bdc0f633040,17,15,39,feasible,"the in-process KKT check does not back the optimal claim (complementary slackness: |multiplier| * slack = 1.003e-06 on column 1); reported as feasible, not optimal (#590)",664.8204497899969,664.82045,2.1000312244723318e-07,3.1587945654685137e-10,0,8.480689928092033e-08,0.0,0.0001375479155285575,8.480689929585102e-10,0.0,2.068948323897167e-07,0,0,0,0,1,,0,0.1737,0.004481191,7600,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hs21,2026bc5a854c9e12c3317c0a281268ba74c1233436a2f3540e62bd1dd6d934ec,1,2,2,optimal,,-99.96,-99.96,0.0,0.0,1,0.0,0.0,1.4210854715202004e-14,0.0,0.0,1.4216541331734696e-16,1,1,1,1,1,,1,0.282941,5.5541e-05,50,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hs268,5297c2920c31b3c92173e426f3fee31617caebc435aaeac18ad46c780be49b88,5,5,25,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",0.005483973132868414,5.7310705e-07,0.005483400025818414,0.005483400025818414,0,0.0,0.019732261030355858,0.11726035593892448,0.0,5.770004395097917e-07,0.11726035593892448,0,0,0,0,,,0,0.656118,0.490717802,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hs35,e8ef393def15d86bd4d9a2d463b6a19a4bfd43b71164e27a6e6ecbcf9979cd82,1,3,3,optimal,,0.11111108855920016,0.11111111,2.1440799843897018e-08,2.1440799843897018e-08,1,1.014835997459329e-07,1.027086465876792e-08,1.9074555268616677e-09,3.382786543765312e-08,1.28385808234599e-09,1.9074555268616677e-09,1,0,1,0,1,,1,0.169074,0.000117421,150,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hs35mod,d7bdecfb4c425d5fbb6e3ba4321a7193bbec0e40c4aedf79d6d5f5739c5e5023,1,3,3,feasible,"the in-process KKT check does not back the optimal claim (dual feasibility (columns): 4.049e-07 (4.049e-07 relative) on column 2); reported as feasible, not optimal (#590)",0.25000000000014744,0.25,1.474376176702208e-13,1.474376176702208e-13,0,0.0,4.0487480479356464e-07,1.7290248166546007e-07,0.0,5.060934901622124e-08,1.7290248166546007e-07,0,0,0,0,1,,0,0.266524,7.83e-05,100,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hs51,479ba38c0dd9a3415268c350cf4b668bf28ae1f971010dbbe47aa43e38bcc040,3,5,7,feasible,"the in-process KKT check does not back the optimal claim (dual feasibility (columns): 1.129e-07 (1.129e-07 relative) on column 2); reported as feasible, not optimal (#590)",1.7763568394002505e-15,8.8817842e-16,8.881784194002504e-16,8.881784194002504e-16,0,2.09359365399564e-08,1.1288390392611953e-07,3.406139512662776e-07,5.23398414993677e-09,2.822097598152988e-08,3.406139512662776e-07,0,0,0,0,1,,0,0.177589,0.000212801,350,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hs52,98d7f7ed93b1ad9694f9b55ae59343b79e919f53d108b7eadce3e22aa151b8b7,3,5,7,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 3.322e-07 (3.322e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",5.326644142947871,5.3266476,3.4570521290078204e-06,6.490108579752526e-07,0,,,,,,,0,0,0,0,,,0,0.180156,0.000300252,550,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hs53,3a44acf3d130ce39f1fbe35963745d7a1b30354e99fcd938f80d05c830ed2011,3,5,7,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 6.733e-07 (6.733e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",4.093018249830544,4.0930233,5.050169455955711e-06,1.2338482060328637e-06,0,,,,,,,0,0,0,0,,,0,0.252136,0.000149751,200,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hs76,392b7f31f2e174b2a7ff28f7ae40b5411e4dd1f47a75adf5c5f2b4b1b7c30df6,3,4,10,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 5.913e-07 (1.414e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",-4.681818450590305,-4.6818182,2.5059030495100387e-07,5.352414259720803e-08,0,,,,,,,0,0,0,0,,,0,0.135003,9.6901e-05,100,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
hues-mod,6e9456bd489060a2cdafe5886f88ca2c67d3388292a52458ddd2c75adfae0615,2,10000,20000,feasible,"the in-process KKT check does not back the optimal claim (dual feasibility (columns): 1.992e-07 (1.992e-07 relative) on column 1); reported as feasible, not optimal (#590)",34824463.88577741,34824690.0,226.11422259360552,6.492928511168528e-06,0,8.076278845692286e-08,5.408110683423201e-07,0.02229475975036621,8.479130370216654e-12,2.8389358773666823e-07,6.402039618898934e-10,0,0,0,0,1,,0,0.215961,0.062849142,450,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:27:52+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true
